"","Event.Date","State","Latitude","Longitude","Injury.Severity","Aircraft.Damage","Amateur.Built","Purpose.of.Flight"
"19068",1999-05-07," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19069",1999-05-07," WY ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"19070",1999-05-07," MS ","  ","  "," Fatal"," Substantial "," No "," Personal "
"19071",1999-05-07," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19072",1999-05-07," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19073",1999-05-06," OR ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19074",1999-05-06," MA "," 41.908889 "," -70.728611 "," Fatal"," Destroyed "," No "," Personal "
"19075",1999-05-06," AZ ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"19076",1999-05-06," NV ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19079",1999-05-05," NC ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"19080",1999-05-05," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"19083",1999-05-04," VA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19084",1999-05-04," NC ","  ","  "," Fatal"," Destroyed "," Yes "," Personal "
"19085",1999-05-04," TN ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19086",1999-05-04," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19087",1999-05-04," CO ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19088",1999-05-04," MI ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19090",1999-05-03," NY ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19091",1999-05-03," UT ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"19092",1999-05-02," OH ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19094",1999-05-02," NY ","  ","  "," Fatal"," Substantial "," Yes "," Personal "
"19095",1999-05-02," TN ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19096",1999-05-02," AZ ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"19097",1999-05-02," CO ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"19098",1999-05-02," IL ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"19099",1999-05-02," KS ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19100",1999-05-02," MI ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"19101",1999-05-02," TN ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19102",1999-05-02," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19103",1999-05-02," AK ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"19104",1999-05-01," CT ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"19105",1999-05-01," MD ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19106",1999-05-01," AL ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19107",1999-05-01," PA ","  ","  "," Fatal"," Destroyed "," No "," Instructional "
"19109",1999-05-01," OK ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"19111",1999-05-01," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19112",1999-05-01," MO ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"19113",1999-05-01," MI ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"19114",1999-05-01," NE ","  ","  "," Fatal"," Destroyed "," Yes "," Personal "
"19115",1999-05-01," SC ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19116",1999-04-30," WA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19117",1999-04-30," WA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19119",1999-04-30," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19120",1999-04-30," VA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19122",1999-04-30," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"19123",1999-04-30," NM ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"19126",1999-04-29," AR ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19127",1999-04-29," AR ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"19128",1999-04-29," NE ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19129",1999-04-29," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19130",1999-04-29," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19131",1999-04-28," FL ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"19134",1999-04-28," NM ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19135",1999-04-28," NM ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19136",1999-04-28," NC ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"19137",1999-04-28," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19138",1999-04-27," NY ","  ","  "," Fatal"," Substantial "," No "," Instructional "
"19144",1999-04-26," MO ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19145",1999-04-26," MI ","  ","  "," Non-Fatal "," Destroyed "," Yes "," Personal "
"19147",1999-04-26," NC ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19148",1999-04-26," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19149",1999-04-25," CT ","  ","  "," Fatal"," Destroyed "," Yes "," Personal "
"19150",1999-04-25," NC ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19151",1999-04-25," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19152",1999-04-25," WI ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19153",1999-04-24," CA ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"19155",1999-04-24," IL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19156",1999-04-24," IN ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19157",1999-04-24," GA ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"19158",1999-04-23," MS ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19160",1999-04-04," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19163",1999-04-04," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19164",1999-04-04," AR ","  ","  "," Fatal"," Destroyed "," No "," Business "
"19165",1999-04-04," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19166",1999-04-04," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19167",1999-04-03," NY ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19168",1999-04-03," PA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19169",1999-04-03," KY ","  ","  "," Fatal"," Destroyed "," No "," Instructional "
"19170",1999-04-03," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19172",1999-04-03," CA ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"19174",1999-04-02," WA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19175",1999-04-02," MA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19176",1999-04-02," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19177",1999-04-01," AZ ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19180",1999-03-04," MO ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"19181",1999-03-04," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19185",1999-03-03," NC ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"19190",1999-03-01," SC ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"19191",1999-03-01," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19192",1999-03-01," CO ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19194",1999-03-01," WI ","  ","  "," Non-Fatal "," Destroyed "," Yes "," Personal "
"19196",1999-02-28," NH ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19199",1999-02-28," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19200",1999-02-28," TX ","  ","  "," Fatal"," Destroyed "," Yes "," Personal "
"19201",1999-02-28," CO ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"19202",1999-02-28," CO ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19203",1999-02-27," PA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19204",1999-02-27," NC ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19205",1999-02-27," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19206",1999-02-25," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19209",1999-02-22," CO ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"19210",1999-02-21," CT ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19212",1999-02-21," SC ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19213",1999-02-21," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19215",1999-02-21," WI ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"19216",1999-02-21," MO ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19217",1999-02-20," ID ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19218",1999-02-20," OR ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19220",1999-02-20," KS ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"19224",1999-02-19," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19225",1999-02-18," MS ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19226",1999-02-18," CA ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"19227",1999-02-18," AZ ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19228",1999-02-18," CA ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"19229",1999-02-18," MN ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19230",1999-02-18," NE ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"19232",1999-02-17," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"19235",1999-02-16," CO ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19236",1999-02-16," UT ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19237",1999-02-16," GA ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"19238",1999-02-15," WA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19239",1999-02-15," AZ ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19240",1999-02-15," AZ ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19242",1999-02-15," IL ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19243",1999-02-14," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19244",1999-02-14," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19245",1999-02-14," ME ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19246",1999-02-14," LA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19247",1999-02-13," MT ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19248",1999-02-13," MS ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19249",1999-02-13," NV ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19253",1999-02-12," NY ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19256",1999-02-12," NV ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19258",1999-02-11," MA ","  ","  "," Fatal"," Substantial "," No "," Personal "
"19259",1999-02-11," FL ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"19260",1999-02-11," FL ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"19264",1999-02-10," NY ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19265",1999-02-10," MS ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19266",1999-02-10," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19267",1999-02-10," PA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19269",1999-02-08," NC ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19270",1999-02-08," AR ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"19272",1999-02-08," WI ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19273",1999-01-22," IN ","  ","  "," Fatal"," Destroyed "," No "," Business "
"19274",1999-01-21," FL ","  ","  "," Non-Fatal "," Minor "," No "," Personal "
"19275",1999-01-21," AZ ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19276",1999-01-21," OK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19277",1999-01-21," MI ","  ","  "," Fatal"," Destroyed "," No "," Business "
"19279",1999-01-20," NM ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"19282",1999-01-19," CA ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"19283",1999-01-19," MI ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19284",1999-01-19," MO ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19285",1999-01-19," IL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19286",1999-01-19," WI ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19289",1999-01-18," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19291",1999-01-17," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19292",1999-01-17," NV ","  ","  "," Non-Fatal "," Destroyed "," Yes "," Personal "
"19294",1999-01-17," IL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19295",1999-01-16," CA ","  ","  "," Non-Fatal "," Destroyed "," Yes "," Personal "
"19296",1999-01-16," OK ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"19297",1999-01-16," CO ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"19298",1999-01-16," MO ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"19299",1999-01-16," IL ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"19300",1999-01-15," WA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19302",1999-01-15," VA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19303",1999-01-15," NJ ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19308",1999-01-13," MS ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"19309",1999-01-13," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19310",1999-01-13," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19312",1999-01-12," AL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19315",1999-01-11," AZ ","  ","  "," Non-Fatal "," Destroyed "," No "," Instructional "
"19316",1999-01-10," AZ ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19317",1999-01-10," AR ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19319",1999-01-10," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19321",1999-01-09," IL ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19322",1999-01-08," OR ","  ","  "," Fatal"," Destroyed "," Yes "," Personal "
"19323",1999-01-08," PA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19324",1999-01-08," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19325",1999-01-07," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19326",1999-01-06," OR ","  ","  "," Fatal"," Destroyed "," No "," Business "
"19327",1999-01-06," GA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19329",1999-01-06," KS ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19331",1999-01-05," OR ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19332",1999-01-05," MA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19333",1999-01-05," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19335",1999-01-05," VA ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"19336",1999-01-05," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19337",1999-01-05," MI ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19339",1999-01-04," NH ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"19341",1999-01-03," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19342",1999-01-02," NY ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19344",1999-01-02," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19345",1999-01-02," CA ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"19346",1999-01-02," AR ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"19347",1999-01-02," GA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19348",1999-01-02," GA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19349",1999-01-01," NV ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19350",1999-01-01," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19351",1998-12-31," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19352",1998-12-31," CA ","  ","  "," Non-Fatal "," Destroyed "," Yes "," Personal "
"19353",1998-12-31," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"19354",1998-12-31," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19355",1998-12-31," OK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"19356",1998-12-31," UT ","  ","  "," Fatal"," Destroyed "," No "," Personal "
